"","Latitude","Longitude","problem"
500,54.389519,-8.528397,Private low
501,54.271302,-8.465001,Public fast
502,52.348698,-7.409999,Private low
503,52.861526,-8.212924,Private low
504,52.956953,-7.801199,Private fast
505,52.675998,-7.821686,Public low
506,52.164062,-7.147005,Private fast
507,52.644754,-6.227539,Public fast
508,52.50341,-6.57359,Public fast
509,52.673257,-6.295529,Private fast
510,52.337957,-6.460155,Private low
511,52.340105,-6.463952,Private fast
512,52.794954,-6.159181,Private fast
513,52.796732,-6.154016,Public low
514,52.79884,-6.153186,Public fast
515,53.011805,-6.108066,Public low
516,53.204956,-6.103734,Private fast
517,53.203109,-6.0982,Private low
518,55.0709,-6.5013,Public fast
519,54.594342,-5.928256,Private fast
520,54.594109,-5.924292,Public fast
521,54.593365,-5.935574,Public fast
522,54.546408,-5.905207,Private low
523,54.59371,-5.839133,Private fast
524,54.852279,-5.815372,Private low
525,54.850413,-5.818398,Public low
526,54.85092,-5.824385,Private low
527,55.202916,-6.651237,Private low
528,54.705215,-6.089323,Public fast
529,54.350942,-6.660039,Private low
530,54.451549,-6.393503,Public fast
531,54.422202,-6.44002,Private fast
532,54.9989,-7.32095,Public low
533,55.01272,-7.322001,Public low
534,54.99548,-7.32185,Private low
535,54.75236,-6.61157,Private low
536,54.829324,-7.464149,Public fast
537,54.349378,-6.2711,Private low
538,54.647352,-5.658459,Public fast
539,54.396759,-5.758739,Private low
540,54.5895,-5.821811,Private low
541,54.652793,-5.800031,Private low
542,54.0607,-6.0077,Private fast
543,54.214826,-5.890661,Public low
544,54.189322,-6.361695,Public low
545,54.175246,-6.338146,Public low
546,54.480109,-8.091973,Private fast
547,54.385592,-7.639049,Private fast
548,54.19802,-7.57355,Public low
549,54.34741,-7.640307,Private fast
550,54.343512,-7.637848,Private fast
551,54.64163,-6.73992,Private low
552,54.647349,-6.747952,Private low
553,54.37878,-7.31583,Public fast
554,54.676914,-7.352932,Private low
555,54.601591,-7.307725,Private low
556,54.659146,-7.334948,Public low
557,53.492693,-6.197212,Private low
558,53.3708,-6.28074,Public low
559,53.280332,-6.213815,Public low
560,53.428658,-6.234603,Private fast
561,53.495491,-6.395969,Private low
562,52.25783,-6.456163,Private low
563,54.69481,-6.018397,Public low
564,53.492693,-6.197212,Private low
565,53.280332,-6.213815,Public low
566,53.3044,-6.3138,Public low
567,53.428658,-6.234603,Private fast
568,53.349266,-6.452681,Public low
569,53.854221,-9.305581,Private low
570,53.495491,-6.395969,Public low
571,54.389519,-8.528397,Public low
572,53.362824,-7.496517,Public low
573,52.25783,-6.456163,Public fast
574,54.69481,-6.018397,Private fast
575,51.919755,-8.482733,Public fast
576,53.492693,-6.197212,Public fast
577,53.280332,-6.213815,Private low
578,53.3044,-6.3138,Public low
579,53.428658,-6.234603,Public low
580,53.349266,-6.452681,Private low
581,53.854221,-9.305581,Public low
582,53.495491,-6.395969,Private low
583,54.389519,-8.528397,Private low
584,53.362824,-7.496517,Public low
585,52.25783,-6.456163,Public fast
586,54.69481,-6.018397,Private low
587,54.676914,-7.352932,Private fast
588,52.833492,-6.927016,Public low
589,52.801581,-6.736986,Private low
590,53.86385,-7.204457,Public fast
591,53.027069,-9.290289,Private fast
592,52.761544,-8.897258,Private fast
593,52.708176,-8.877285,Public low
594,51.886038,-8.534676,Public fast
595,51.814197,-8.389447,Private fast
596,51.620831,-8.88957,Private low
597,51.803537,-8.30804,Private fast
598,51.721685,-9.111555,Public low
599,51.750022,-9.553212,Private low
600,51.849032,-8.331938,Private low
601,51.956697,-7.850032,Private low
602,54.797965,-7.783045,Public low
603,54.501145,-8.188621,Public fast
604,55.251378,-7.262612,Public fast
605,54.798248,-8.284545,Public fast
606,54.636031,-8.443325,Private fast
607,54.804946,-7.768815,Private low
608,53.251009,-6.185082,Public fast
609,53.41601,-6.242058,Private low
610,53.353856,-6.212747,Public fast
611,53.31948,-6.315448,Private fast
612,53.391623,-6.116236,Private fast
613,53.375177,-6.364012,Private low
614,53.260088,-6.149376,Private fast
615,53.252775,-6.169813,Private fast
616,53.277164,-6.203613,Public low
617,53.280332,-6.213815,Private low
618,53.338006,-6.248054,Public low
619,53.332326,-6.255804,Public low
620,53.335409,-6.257851,Private low
621,53.336496,-6.242715,Public fast
622,53.3344,-6.24871,Private low
623,53.360832,-6.183082,Private fast
624,53.342945,-6.228056,Public low
625,53.338798,-6.232894,Public fast
626,53.451232,-6.15157,Private low
627,53.283222,-6.421705,Private fast
628,53.290457,-6.199702,Public low
629,53.45423,-6.223713,Public fast
630,53.488862,-10.019564,Private fast
631,53.278213,-9.050699,Public low
632,53.276523,-9.052773,Private low
633,51.946705,-10.227204,Public low
634,51.884003,-9.589492,Private low
635,52.107344,-9.786073,Public fast
636,52.260883,-9.714192,Private low
637,52.270976,-9.699875,Public low
638,52.271,-9.71,Private low
639,52.2666,-9.70961,Private fast
640,53.323004,-6.523586,Private low
641,53.162374,-6.908265,Private low
642,53.145372,-7.06519,Public low
643,52.654109,-7.244226,Public fast
644,52.655331,-7.260136,Private low
645,52.526499,-7.135967,Private fast
646,52.91297,-7.346601,Public fast
647,53.118234,-7.333091,Public fast
648,53.160461,-7.187451,Public low
649,53.032991,-7.298964,Public fast
650,52.565132,-8.790471,Public low
651,52.675091,-8.5739,Public low
652,52.607471,-9.099685,Private low
653,52.661893,-8.632049,Private fast
654,52.667322,-8.623874,Private fast
655,53.725111,-7.800276,Private low
656,54.040456,-6.185322,Private fast
657,53.71713,-6.354049,Private low
658,54.010244,-6.402563,Public fast
659,54.003855,-6.387454,Private fast
660,53.762046,-8.765583,Public fast
661,54.222996,-9.989089,Public fast
662,53.8569,-9.3007,Private low
663,53.9386,-8.9525,Private low
664,53.8005,-9.5241,Public fast
665,53.415451,-6.834811,Public fast
666,53.654434,-6.683919,Public low
667,53.43385,-6.47119,Public fast
668,54.118976,-6.734236,Private low
669,54.180374,-7.232457,Private fast
670,53.971854,-8.30158,Private low
671,54.389519,-8.528397,Public low
672,54.271302,-8.465001,Public low
673,52.348698,-7.409999,Private fast
674,52.861526,-8.212924,Public low
675,52.956953,-7.801199,Public low
676,52.675998,-7.821686,Public low
677,52.164062,-7.147005,Private low
678,52.644754,-6.227539,Private fast
679,52.50341,-6.57359,Public low
680,52.673257,-6.295529,Private fast
681,52.337957,-6.460155,Public low
682,52.340105,-6.463952,Public low
683,52.794954,-6.159181,Private low
684,52.796732,-6.154016,Public low
685,52.79884,-6.153186,Public fast
686,53.011805,-6.108066,Public fast
687,53.204956,-6.103734,Public fast
688,53.203109,-6.0982,Public fast
689,55.0709,-6.5013,Public fast
690,54.594342,-5.928256,Private low
691,54.594109,-5.924292,Public fast
692,54.593365,-5.935574,Private fast
693,54.546408,-5.905207,Private low
694,54.59371,-5.839133,Public fast
695,54.852279,-5.815372,Public low
696,54.850413,-5.818398,Public low
697,54.85092,-5.824385,Public low
698,55.202916,-6.651237,Public fast
699,54.705215,-6.089323,Private low
700,54.350942,-6.660039,Public fast
701,54.451549,-6.393503,Private low
702,54.422202,-6.44002,Public low
703,54.9989,-7.32095,Private low
704,55.01272,-7.322001,Private fast
705,54.99548,-7.32185,Public fast
706,54.75236,-6.61157,Public fast
707,54.829324,-7.464149,Public fast
708,54.349378,-6.2711,Public fast
709,54.647352,-5.658459,Private low
710,54.396759,-5.758739,Public low
711,54.5895,-5.821811,Public low
712,54.652793,-5.800031,Public low
713,54.0607,-6.0077,Private low
714,54.214826,-5.890661,Private fast
715,54.189322,-6.361695,Public fast
716,54.175246,-6.338146,Public low
717,54.480109,-8.091973,Public low
718,54.385592,-7.639049,Private low
719,54.19802,-7.57355,Private low
720,54.34741,-7.640307,Public fast
721,54.343512,-7.637848,Public low
722,54.64163,-6.73992,Public fast
723,54.647349,-6.747952,Private low
724,54.37878,-7.31583,Public fast
725,54.676914,-7.352932,Public low
726,54.601591,-7.307725,Public low
727,54.659146,-7.334948,Public low
728,53.492693,-6.197212,Public low
729,53.3708,-6.28074,Public fast
730,53.280332,-6.213815,Public fast
731,53.428658,-6.234603,Public fast
732,53.495491,-6.395969,Public low
733,52.25783,-6.456163,Public fast
734,54.69481,-6.018397,Public low
735,51.877,-8.3954,Private low
736,53.492693,-6.197212,Public low
737,53.280332,-6.213815,Public fast
738,53.428658,-6.234603,Private fast
739,53.854221,-9.305581,Private fast
740,53.495491,-6.395969,Public low
741,54.389519,-8.528397,Public fast
742,53.362824,-7.496517,Public low
743,52.25783,-6.456163,Public fast
744,54.69481,-6.018397,Public low
745,51.919755,-8.482733,Public fast
746,51.877,-8.3954,Public low
747,53.492693,-6.197212,Public fast
748,53.280332,-6.213815,Public low
749,53.428658,-6.234603,Private low
750,53.854221,-9.305581,Public low
751,53.495491,-6.395969,Public fast
752,54.389519,-8.528397,Private fast
753,53.362824,-7.496517,Public low
754,52.25783,-6.456163,Private low
755,54.69481,-6.018397,Private fast
756,54.676914,-7.352932,Private fast
757,52.833492,-6.927016,Private low
758,52.801581,-6.736986,Private fast
759,53.86385,-7.204457,Private fast
760,53.027069,-9.290289,Private low
761,52.761544,-8.897258,Private low
762,52.708176,-8.877285,Private low
763,51.886038,-8.534676,Public fast
764,51.814197,-8.389447,Public fast
765,51.620831,-8.88957,Private low
766,51.852858,-8.295589,Private low
767,51.803537,-8.30804,Public fast
768,51.721685,-9.111555,Public fast
769,51.750022,-9.553212,Private fast
770,51.849032,-8.331938,Private low
771,51.956697,-7.850032,Public low
772,54.797965,-7.783045,Public low
773,54.501145,-8.188621,Private low
774,55.251378,-7.262612,Public low
775,54.798248,-8.284545,Public fast
776,54.636031,-8.443325,Private low
777,54.804946,-7.768815,Public fast
778,53.251009,-6.185082,Private fast
779,53.41601,-6.242058,Private fast
780,53.31948,-6.315448,Private low
781,53.391623,-6.116236,Private low
782,53.375177,-6.364012,Public fast
783,53.260088,-6.149376,Private fast
784,53.252775,-6.169813,Private low
785,53.277164,-6.203613,Private fast
786,53.338006,-6.248054,Private fast
787,53.332326,-6.255804,Private low
788,53.335409,-6.257851,Public fast
789,53.336496,-6.242715,Private low
790,53.3344,-6.24871,Public fast
791,53.360832,-6.183082,Public fast
792,53.342945,-6.228056,Public low
793,53.338798,-6.232894,Public fast
794,53.451232,-6.15157,Public low
795,53.283222,-6.421705,Public fast
796,53.290457,-6.199702,Public fast
797,53.45423,-6.223713,Private fast
798,53.488862,-10.019564,Public low
799,53.278213,-9.050699,Public fast
800,53.276523,-9.052773,Private low
801,51.946705,-10.227204,Private low
802,51.884003,-9.589492,Public fast
803,52.107344,-9.786073,Public low
804,52.260883,-9.714192,Public fast
805,52.270976,-9.699875,Private low
806,52.271,-9.71,Public fast
807,52.2666,-9.70961,Public low
808,53.323004,-6.523586,Private fast
809,53.162374,-6.908265,Private fast
810,53.145372,-7.06519,Public low
811,52.654109,-7.244226,Public fast
812,52.655331,-7.260136,Public fast
813,52.526499,-7.135967,Public low
814,52.91297,-7.346601,Public low
815,53.118234,-7.333091,Private low
816,53.160461,-7.187451,Public fast
817,53.032991,-7.298964,Private fast
818,52.565132,-8.790471,Public low
819,52.675091,-8.5739,Public fast
820,52.607471,-9.099685,Private low
821,52.661893,-8.632049,Public fast
822,52.667322,-8.623874,Private low
823,53.725111,-7.800276,Private low
824,54.040456,-6.185322,Public low
825,53.71713,-6.354049,Public low
826,54.010244,-6.402563,Public low
827,54.003855,-6.387454,Private fast
828,53.762046,-8.765583,Public low
829,54.222996,-9.989089,Private fast
830,53.8569,-9.3007,Public fast
831,53.9386,-8.9525,Private fast
832,53.8005,-9.5241,Public fast
833,53.415451,-6.834811,Private low
834,53.654434,-6.683919,Private fast
835,53.43385,-6.47119,Private fast
836,54.118976,-6.734236,Private fast
837,54.180374,-7.232457,Public fast
838,53.971854,-8.30158,Public low
839,54.389519,-8.528397,Private low
840,54.271302,-8.465001,Public fast
841,52.348698,-7.409999,Private fast
842,52.861526,-8.212924,Private low
843,52.956953,-7.801199,Private fast
844,52.675998,-7.821686,Public fast
845,52.164062,-7.147005,Private fast
846,52.644754,-6.227539,Public low
847,52.50341,-6.57359,Private low
848,52.673257,-6.295529,Private low
849,52.337957,-6.460155,Public low
850,52.340105,-6.463952,Public fast
851,52.794954,-6.159181,Private fast
852,52.796732,-6.154016,Public fast
853,52.79884,-6.153186,Public fast
854,53.011805,-6.108066,Public fast
855,53.204956,-6.103734,Private fast
856,53.203109,-6.0982,Private fast
857,55.0709,-6.5013,Public low
858,54.594342,-5.928256,Public low
859,54.594109,-5.924292,Public fast
860,54.593365,-5.935574,Private fast
861,54.546408,-5.905207,Public low
862,54.59371,-5.839133,Public low
863,54.852279,-5.815372,Private low
864,54.850413,-5.818398,Public fast
865,54.85092,-5.824385,Private fast
866,55.202916,-6.651237,Public low
867,54.705215,-6.089323,Private fast
868,54.350942,-6.660039,Private low
869,54.451549,-6.393503,Private fast
870,54.422202,-6.44002,Public low
871,54.9989,-7.32095,Public fast
872,55.01272,-7.322001,Public low
873,54.99548,-7.32185,Private fast
874,54.75236,-6.61157,Private low
875,54.829324,-7.464149,Public low
876,54.349378,-6.2711,Public fast
877,54.647352,-5.658459,Public low
878,54.396759,-5.758739,Public low
879,54.5895,-5.821811,Private fast
880,54.652793,-5.800031,Private fast
881,54.0607,-6.0077,Private fast
882,54.214826,-5.890661,Public low
883,54.189322,-6.361695,Public fast
884,54.175246,-6.338146,Public fast
885,54.480109,-8.091973,Public low
886,54.385592,-7.639049,Public low
887,54.19802,-7.57355,Public fast
888,54.34741,-7.640307,Public fast
889,54.343512,-7.637848,Private fast
890,54.64163,-6.73992,Private fast
891,54.647349,-6.747952,Private low
892,54.37878,-7.31583,Public fast
893,54.676914,-7.352932,Private fast
894,54.601591,-7.307725,Public low
895,54.659146,-7.334948,Public fast
896,53.492693,-6.197212,Private fast
897,53.3708,-6.28074,Public low
898,53.280332,-6.213815,Private low
899,53.428658,-6.234603,Private low
900,53.495491,-6.395969,Public low
901,52.25783,-6.456163,Public fast
902,54.69481,-6.018397,Private fast
903,51.877,-8.3954,Private low
904,53.492693,-6.197212,Private fast
905,53.280332,-6.213815,Public low
906,53.428658,-6.234603,Public fast
907,53.854221,-9.305581,Public low
908,53.495491,-6.395969,Private low
909,54.389519,-8.528397,Public fast
910,52.25783,-6.456163,Private low
911,54.69481,-6.018397,Public fast
912,51.919755,-8.482733,Public fast
913,51.877,-8.3954,Private fast
914,53.492693,-6.197212,Private low
915,53.280332,-6.213815,Public fast
916,53.428658,-6.234603,Public low
917,53.854221,-9.305581,Public low
918,53.495491,-6.395969,Private fast
919,54.389519,-8.528397,Private low
920,52.25783,-6.456163,Public fast
921,54.69481,-6.018397,Private low
922,54.676914,-7.352932,Private low
923,52.833492,-6.927016,Public fast
924,52.801581,-6.736986,Public low
925,53.86385,-7.204457,Public fast
926,53.027069,-9.290289,Public low
927,52.761544,-8.897258,Public fast
928,52.708176,-8.877285,Public fast
929,51.886038,-8.534676,Private fast
930,51.814197,-8.389447,Private fast
931,51.620831,-8.88957,Private fast
932,51.852858,-8.295589,Public low
933,51.803537,-8.30804,Public fast
934,51.721685,-9.111555,Public fast
935,51.750022,-9.553212,Private fast
936,51.849032,-8.331938,Public fast
937,51.956697,-7.850032,Private low
938,54.797965,-7.783045,Private low
939,54.501145,-8.188621,Private fast
940,55.251378,-7.262612,Private low
941,54.798248,-8.284545,Private low
942,54.636031,-8.443325,Public fast
943,54.804946,-7.768815,Public low
944,53.251009,-6.185082,Public low
945,53.41601,-6.242058,Public fast
946,53.31948,-6.315448,Public low
947,53.391623,-6.116236,Public fast
948,53.375177,-6.364012,Private low
949,53.260088,-6.149376,Private fast
950,53.252775,-6.169813,Private fast
951,53.277164,-6.203613,Public fast
952,53.338006,-6.248054,Public low
953,53.332326,-6.255804,Public low
954,53.335409,-6.257851,Public fast
955,53.336496,-6.242715,Public fast
956,53.3344,-6.24871,Private low
957,53.360832,-6.183082,Private fast
958,53.342945,-6.228056,Private fast
959,53.338798,-6.232894,Private fast
960,53.451232,-6.15157,Public fast
961,53.283222,-6.421705,Private fast
962,53.290457,-6.199702,Public low
963,53.45423,-6.223713,Private fast
964,53.488862,-10.019564,Public low
965,53.278213,-9.050699,Private low
966,53.276523,-9.052773,Private fast
967,51.946705,-10.227204,Public low
968,51.884003,-9.589492,Private fast
969,52.107344,-9.786073,Public low
970,52.260883,-9.714192,Private low
971,52.270976,-9.699875,Public low
972,52.271,-9.71,Public fast
973,52.2666,-9.70961,Private fast
974,53.323004,-6.523586,Private fast
975,53.162374,-6.908265,Private fast
976,53.145372,-7.06519,Private fast
977,52.654109,-7.244226,Private fast
978,52.655331,-7.260136,Private low
979,52.526499,-7.135967,Private fast
980,52.91297,-7.346601,Public low
981,53.118234,-7.333091,Public fast
982,53.160461,-7.187451,Private fast
983,53.032991,-7.298964,Public fast
984,52.565132,-8.790471,Private fast
985,52.675091,-8.5739,Public low
986,52.607471,-9.099685,Private low
987,52.661893,-8.632049,Private low
988,52.667322,-8.623874,Public fast
989,53.725111,-7.800276,Private fast
990,54.040456,-6.185322,Public low
991,53.71713,-6.354049,Public low
992,54.010244,-6.402563,Public low
993,54.003855,-6.387454,Public fast
994,53.762046,-8.765583,Private fast
995,54.222996,-9.989089,Private low
996,53.8569,-9.3007,Private fast
997,53.9386,-8.9525,Public fast
998,53.8005,-9.5241,Public low
999,53.415451,-6.834811,Public low
1000,53.654434,-6.683919,Private fast
1001,53.43385,-6.47119,Private low
1002,54.118976,-6.734236,Public low
1003,54.180374,-7.232457,Public low
1004,53.971854,-8.30158,Public low
1005,54.389519,-8.528397,Private fast
1006,54.271302,-8.465001,Public low
1007,52.348698,-7.409999,Public low
1008,52.861526,-8.212924,Public fast
1009,52.956953,-7.801199,Private fast
1010,52.675998,-7.821686,Public low
1011,52.164062,-7.147005,Public low
1012,52.644754,-6.227539,Private low
1013,52.50341,-6.57359,Public low
1014,52.673257,-6.295529,Private low
1015,52.337957,-6.460155,Public low
1016,52.340105,-6.463952,Private low
1017,52.794954,-6.159181,Public fast
1018,52.796732,-6.154016,Private fast
1019,52.79884,-6.153186,Public fast
1020,53.011805,-6.108066,Public fast
1021,53.204956,-6.103734,Public low
1022,53.203109,-6.0982,Public low
1023,55.0709,-6.5013,Private low
1024,54.594342,-5.928256,Private fast
1025,54.594109,-5.924292,Private fast
1026,54.593365,-5.935574,Public low
1027,54.546408,-5.905207,Private low
1028,54.59371,-5.839133,Private fast
1029,54.852279,-5.815372,Private low
1030,54.850413,-5.818398,Private fast
1031,54.85092,-5.824385,Private low
1032,55.202916,-6.651237,Private low
1033,54.705215,-6.089323,Public fast
1034,54.350942,-6.660039,Private low
1035,54.451549,-6.393503,Public fast
1036,54.422202,-6.44002,Public fast
1037,54.9989,-7.32095,Public fast
1038,55.01272,-7.322001,Public fast
1039,54.99548,-7.32185,Public low
1040,54.75236,-6.61157,Private fast
1041,54.829324,-7.464149,Private fast
1042,54.349378,-6.2711,Public low
1043,54.647352,-5.658459,Private fast
1044,54.396759,-5.758739,Private low
1045,54.5895,-5.821811,Private low
1046,54.652793,-5.800031,Public fast
1047,54.0607,-6.0077,Private fast
1048,54.214826,-5.890661,Private low
1049,54.189322,-6.361695,Public fast
1050,54.175246,-6.338146,Public fast
1051,54.480109,-8.091973,Public fast
1052,54.385592,-7.639049,Public fast
1053,54.19802,-7.57355,Public fast
1054,54.34741,-7.640307,Private low
1055,54.343512,-7.637848,Public fast
1056,54.64163,-6.73992,Public fast
1057,54.647349,-6.747952,Private fast
1058,54.37878,-7.31583,Public low
1059,54.676914,-7.352932,Private fast
1060,54.601591,-7.307725,Public low
1061,54.659146,-7.334948,Public fast
1062,53.492693,-6.197212,Public low
1063,53.3708,-6.28074,Private low
1064,53.280332,-6.213815,Private low
1065,53.428658,-6.234603,Public fast
1066,53.495491,-6.395969,Public fast
1067,52.25783,-6.456163,Private fast
1068,54.69481,-6.018397,Public fast
1069,51.877,-8.3954,Public fast
1070,53.492693,-6.197212,Public low
1071,53.280332,-6.213815,Private low
1072,53.428658,-6.234603,Public low
1073,53.854221,-9.305581,Private low
1074,53.495491,-6.395969,Private fast
1075,54.389519,-8.528397,Private fast
1076,52.25783,-6.456163,Private fast
1077,54.69481,-6.018397,Public fast
1078,51.919755,-8.482733,Public fast
1079,51.877,-8.3954,Public fast
1080,53.492693,-6.197212,Public fast
1081,53.280332,-6.213815,Private fast
1082,53.428658,-6.234603,Public low
1083,53.854221,-9.305581,Public low
1084,53.495491,-6.395969,Private low
1085,54.389519,-8.528397,Private low
1086,52.25783,-6.456163,Private fast
1087,54.69481,-6.018397,Private fast
1088,54.676914,-7.352932,Private fast
1089,52.833492,-6.927016,Public fast
1090,52.801581,-6.736986,Private low
1091,53.86385,-7.204457,Private fast
1092,53.027069,-9.290289,Private low
1093,52.761544,-8.897258,Public low
1094,52.708176,-8.877285,Private low
1095,51.886038,-8.534676,Public low
1096,51.814197,-8.389447,Private low
1097,51.620831,-8.88957,Private low
1098,51.852858,-8.295589,Private low
1099,51.803537,-8.30804,Private low
1100,51.721685,-9.111555,Public fast
1101,51.750022,-9.553212,Public fast
1102,51.849032,-8.331938,Public fast
1103,51.956697,-7.850032,Private fast
1104,54.797965,-7.783045,Private fast
1105,54.501145,-8.188621,Private low
1106,55.251378,-7.262612,Public fast
1107,54.798248,-8.284545,Private fast
1108,54.636031,-8.443325,Private fast
1109,54.804946,-7.768815,Private fast
1110,53.251009,-6.185082,Public fast
1111,53.41601,-6.242058,Public low
1112,53.31948,-6.315448,Public fast
1113,53.391623,-6.116236,Private low
1114,53.375177,-6.364012,Public fast
1115,53.260088,-6.149376,Public low
1116,53.252775,-6.169813,Public fast
1117,53.277164,-6.203613,Public low
1118,53.338006,-6.248054,Public low
1119,53.332326,-6.255804,Private fast
1120,53.335409,-6.257851,Private fast
1121,53.3344,-6.24871,Private fast
1122,53.360832,-6.183082,Public fast
1123,53.342945,-6.228056,Public fast
1124,53.338798,-6.232894,Private low
1125,53.451232,-6.15157,Public fast
1126,53.283222,-6.421705,Private fast
1127,53.290457,-6.199702,Public low
1128,53.45423,-6.223713,Public fast
1129,53.488862,-10.019564,Private fast
1130,53.278213,-9.050699,Public low
1131,53.276523,-9.052773,Public fast
1132,51.946705,-10.227204,Public fast
1133,51.884003,-9.589492,Public fast
1134,52.107344,-9.786073,Private low
1135,52.260883,-9.714192,Private low
1136,52.270976,-9.699875,Public low
1137,52.271,-9.71,Private low
1138,52.2666,-9.70961,Public fast
1139,53.323004,-6.523586,Public fast
1140,53.162374,-6.908265,Public low
1141,53.145372,-7.06519,Public fast
1142,52.654109,-7.244226,Public low
1143,52.655331,-7.260136,Public low
1144,52.526499,-7.135967,Public fast
1145,52.91297,-7.346601,Public fast
1146,53.118234,-7.333091,Private fast
1147,53.160461,-7.187451,Private low
1148,53.032991,-7.298964,Private low
1149,52.565132,-8.790471,Public fast
1150,52.675091,-8.5739,Public fast
1151,52.607471,-9.099685,Private fast
1152,52.661893,-8.632049,Private fast
1153,52.667322,-8.623874,Private fast
1154,53.725111,-7.800276,Public low
1155,54.040456,-6.185322,Public low
1156,53.71713,-6.354049,Private low
1157,54.010244,-6.402563,Private fast
1158,54.003855,-6.387454,Public low
1159,53.762046,-8.765583,Private low
1160,54.222996,-9.989089,Public low
1161,53.8569,-9.3007,Public low
1162,53.9386,-8.9525,Public fast
1163,53.8005,-9.5241,Public fast
1164,53.415451,-6.834811,Private fast
1165,53.654434,-6.683919,Private fast
1166,53.43385,-6.47119,Private low
1167,54.118976,-6.734236,Public low
1168,54.180374,-7.232457,Public fast
1169,53.971854,-8.30158,Public low
1170,54.389519,-8.528397,Public low
1171,54.271302,-8.465001,Public fast
1172,52.348698,-7.409999,Private low
1173,52.861526,-8.212924,Public low
1174,52.956953,-7.801199,Public fast
