"","Latitude","Longitude","problem"
"1311",54.00912773,-1.406404397,"PotHole"
"1323",53.51113766,-1.443541288,"Light"
"1326",54.11094988,-1.413823199,"Accident"
"1331",53.75467729,-0.327064617,"PotHole"
"1336",53.63364239,-0.224471295,"Light"
"1341",53.76086913,-1.513814326,"PotHole"
"1357",53.72626973,-1.819606986,"Accident"
"1388",53.49488387,-1.34050018,"Light"
"1390",53.69106441,-1.62289387,"PotHole"
"1413",53.80202454,-1.742758804,"PotHole"
"1414",53.90300129,-1.544889402,"PotHole"
"1457",53.68433232,-0.443424086,"Light"
"1463",53.59107659,-0.962361212,"Accident"
"1468",53.80334073,-1.546712712,"PotHole"
"1488",53.72796005,-1.489185287,"Accident"
"1506",53.99016967,-1.54134723,"PotHole"
"1517",53.92826235,-1.087734099,"PotHole"
"1525",54.19607609,-1.36341825,"PotHole"
"1535",53.56761664,-1.850480155,"PotHole"
"1550",53.71078259,-1.698469905,"Light"
"1553",53.7609352,-1.69811107,"PotHole"
"1557",53.85940236,-1.682199308,"PotHole"
"1565",53.58637953,-1.777905919,"Accident"
"1568",53.78039516,-1.592046453,"Light"
"1570",53.39366977,-1.460111635,"PotHole"
"1571",54.37747223,-1.693609358,"PotHole"
"1591",53.71443468,-1.887840161,"Light"
"1617",53.38967469,-1.409835592,"PotHole"
"1619",53.59759586,-0.693667913,"Light"
"1629",53.74538194,-1.734461711,"Light"
"1632",53.58399353,-1.212229491,"Light"
"1635",54.3048426,-1.571206259,"Light"
"1637",53.56675925,-0.62743812,"Accident"
"1667",54.011669,-0.475489465,"PotHole"
"1669",54.2346645,-0.774142331,"Accident"
"1679",53.92363589,-2.001486446,"Accident"
"1698",53.72133497,-1.867666804,"PotHole"
"1699",53.78617833,-1.773817854,"Accident"
"1705",53.73898424,-1.690233158,"Light"
"1712",53.90455989,-1.697077406,"Accident"
"1717",53.95001418,-0.934883227,"PotHole"
"1718",53.59657544,-0.974616861,"PotHole"
"1723",53.80204182,-1.750957672,"Light"
"1730",53.83630745,-1.621591171,"Light"
"1734",53.51496209,-1.13433539,"Light"
"1743",53.5731168,-0.204655393,"Light"
"1749",53.59624257,-0.188261156,"Light"
"1752",54.23442658,-1.341810145,"PotHole"
"1753",53.41760273,-1.406244317,"PotHole"
"1762",53.8029681,-1.545623501,"PotHole"
"1770",53.49792861,-1.474240191,"PotHole"
"1777",53.79579519,-1.746668047,"PotHole"
"1778",53.79174666,-1.744810149,"PotHole"
"1795",53.5725337,-0.899086081,"Accident"
"1801",53.58104005,-0.79313125,"PotHole"
"1815",53.72035507,-1.497460547,"PotHole"
"1819",53.88977935,-1.240727255,"Accident"
"1830",54.23480407,-0.620709172,"Light"
"1835",53.76630309,-1.896045991,"PotHole"
"1906",53.79783303,-1.758573463,"Accident"
"1931",53.96384415,-1.498500847,"Light"
"1935",53.32735794,-1.282276742,"PotHole"
"1939",53.6065971,-0.990394746,"Light"
"1944",53.80325787,-1.553379302,"Accident"
"1958",53.52466628,-1.473532222,"Accident"
"1964",53.80742159,-1.469997868,"Accident"
"1965",53.94211927,-1.02114571,"PotHole"
"1973",54.01917525,-0.582061287,"Light"
"1986",53.85619724,-1.914827455,"Light"
"1991",53.40502565,-1.345650575,"Light"
"2002",53.67632385,-1.814415854,"Light"
"2011",53.73761744,-1.683117962,"Light"
"2032",53.82878416,-1.660553008,"PotHole"
"2048",53.38402954,-1.461135596,"Light"
"2054",53.7387999,-0.348922562,"Light"
"2055",53.6156259,-0.183636513,"PotHole"
"2057",53.80533249,-1.545764981,"Light"
"2061",53.32475612,-1.472842145,"Accident"
"2075",53.56704036,-1.472070245,"Light"
"2088",53.79700416,-1.561218666,"Accident"
"2091",54.13706898,-1.425240048,"PotHole"
"2112",54.23288206,-1.338766459,"Light"
"2121",53.85110053,-1.393440405,"PotHole"
"2141",53.90766624,-1.681833362,"Light"
"2149",53.58098096,-1.774913394,"Light"
"2152",53.76920208,-1.578197118,"Light"
"2160",53.54029169,-1.431087517,"Light"
"2162",54.31172131,-1.540394018,"PotHole"
"2172",53.53668215,-1.308919748,"Light"
"2175",53.70962525,-2.152977097,"PotHole"
"2178",53.95390841,-1.056696597,"PotHole"
"2236",53.76233904,-1.56916443,"Light"
"2245",53.95063917,-1.075512835,"Accident"
"2248",53.86163794,-1.346152297,"PotHole"
"2249",53.79952992,-1.753249896,"PotHole"
"2260",54.15437074,-1.425383288,"Accident"
"2265",53.95447049,-1.071161138,"PotHole"
"2267",53.55979422,-1.37647823,"Light"
"2280",53.73407723,-1.743779749,"PotHole"
"2281",53.7593327,-1.743322853,"Accident"
"2283",53.79844709,-1.711050307,"Light"
"2286",53.87208644,-1.723014535,"PotHole"
"2294",53.75541515,-1.81189909,"Light"
"2306",53.72252766,-1.765824094,"PotHole"
"2341",53.72232262,-1.589274317,"Light"
"2342",53.75231975,-1.675576383,"Accident"
"2347",53.7105755,-1.546967494,"PotHole"
"2354",53.85431124,-1.345886399,"Accident"
"2360",53.74204371,-1.628199382,"Light"
"2363",53.6142325,-0.285394437,"Light"
"2376",53.71191284,-1.174237065,"PotHole"
"2380",53.91812207,-1.164084425,"Light"
"2386",53.7736844,-1.730034838,"Light"
"2396",53.80814334,-1.535742494,"PotHole"
"2414",53.51570407,-1.367624423,"Light"
"2427",54.29934685,-1.567421889,"PotHole"
"2445",53.64877654,-1.788168282,"Accident"
"2463",53.7212835,-0.464793551,"PotHole"
"2472",53.56568111,-0.101530085,"Light"
"2511",53.48646517,-1.453509227,"PotHole"
"2520",53.59451605,-1.496687904,"Accident"
"2532",53.49300899,-1.060170159,"Light"
"2553",54.00671104,-1.56664597,"Accident"
"2562",53.72644819,-0.453995074,"PotHole"
"2569",53.63946498,-1.498422004,"Light"
"2582",53.84433665,-1.484730698,"Light"
"2594",54.34471298,-1.432500838,"PotHole"
"2598",54.27641272,-0.422267533,"Light"
"2606",53.78068043,-1.064986125,"PotHole"
"2607",53.77195973,-1.136644461,"Accident"
"2610",53.93936382,-2.012302573,"PotHole"
"2628",53.33763441,-1.175475121,"Light"
"2632",53.89645049,-1.726049263,"Light"
"2635",53.92887806,-1.809598174,"Light"
"2641",53.94092698,-1.382998358,"Light"
"2657",53.52267595,-1.361939766,"Accident"
"2677",53.63364239,-0.224471295,"Accident"
"2700",53.99758153,-1.696403112,"PotHole"
"2713",53.75447114,-0.312359812,"PotHole"
"2714",54.18362385,-1.388585923,"Accident"
"2718",53.60906063,-0.96312964,"PotHole"
"2722",53.68348775,-1.313181444,"PotHole"
"2757",53.84595726,-0.429833993,"Light"
"2774",53.51787071,-1.138800707,"Light"
"2780",53.82810709,-0.439618247,"Light"
"2791",53.39035154,-1.274827315,"Light"
"2792",53.90246222,-1.702876051,"Accident"
"2824",53.43556737,-1.429475996,"Light"
"2825",53.66659615,-1.539871734,"Accident"
"2840",53.35862175,-1.250198124,"PotHole"
"2854",53.81815658,-1.454673223,"Light"
"2857",53.92826235,-1.087734099,"Light"
"2862",54.09065743,-0.218774284,"Accident"
"2868",53.53727631,-0.977709712,"Light"
"2871",53.49396064,-1.190233324,"PotHole"
"2889",53.77205453,-1.819411036,"Light"
"2901",54.14442967,-2.53728598,"Accident"
"2905",53.58637953,-1.777905919,"PotHole"
"2906",53.76841115,-1.743570961,"PotHole"
"2914",53.38319363,-1.475278119,"Accident"
"2924",53.76733965,-0.33263029,"PotHole"
"2937",53.60558568,-0.187861253,"Light"
"2946",53.41036692,-1.498426958,"Light"
"2966",53.70532254,-1.36069598,"Light"
"2968",53.55659711,-0.506994121,"Accident"
"2969",53.74538194,-1.734461711,"Accident"
"2980",53.94254071,-1.074320731,"Light"
"2993",53.47266442,-1.504306902,"Light"
"3010",54.29553042,-0.440897959,"Light"
"3018",53.67453136,-1.318776642,"Light"
"3021",53.58621717,-1.702981871,"Light"
"3026",53.40400484,-1.180209472,"Light"
"3031",53.71515178,-1.349940457,"PotHole"
"3036",53.77074813,-1.849760566,"Light"
"3041",53.83362166,-1.819146684,"Accident"
"3086",53.79611203,-1.563049721,"Accident"
"3104",53.35335526,-1.305337245,"Accident"
"3106",53.79082281,-1.542612562,"Light"
"3110",53.49792861,-1.474240191,"Light"
"3123",53.86973889,-1.87967012,"Accident"
"3128",53.56581633,-1.503188777,"Light"
"3143",54.23542027,-1.326452135,"PotHole"
"3165",54.0946908,-0.217989784,"Accident"
"3173",53.39322159,-1.324327721,"Light"
"3178",53.47366509,-1.248172464,"Light"
"3191",53.65749869,-1.850162838,"Light"
"3199",53.7668833,-1.84977434,"Light"
"3200",53.79768784,-1.576393332,"PotHole"
"3232",53.41855995,-1.40713378,"PotHole"
"3235",53.74654917,-0.324354511,"Light"
"3240",53.3570987,-1.295299819,"Accident"
"3252",53.58077938,-0.821082563,"PotHole"
"3269",53.54735514,-1.503435069,"Light"
"3271",53.96384415,-1.498500847,"Accident"
"3281",53.69657152,-0.941290807,"Light"
"3283",54.47810219,-1.651190248,"PotHole"
"3293",53.92272944,-1.392402974,"Light"
"3322",53.36969608,-1.471987187,"Accident"
"3338",53.71979034,-1.377145943,"Light"
"3346",53.80317812,-1.697807981,"PotHole"
"3351",53.73761744,-1.683117962,"Light"
"3375",53.87289237,-1.271451621,"Light"
"3395",53.7387999,-0.348922562,"Accident"
"3400",53.98746003,-1.537869312,"Light"
"3406",53.80785159,-1.752669596,"Light"
"3422",53.54577913,-1.09597711,"Light"
"3423",53.51691306,-1.130676045,"Light"
"3430",53.49288773,-1.164931038,"Accident"
"3433",53.63499154,-1.24530815,"PotHole"
"3434",53.71236011,-1.880270196,"PotHole"
"3448",53.49099172,-0.83141164,"Light"
"3461",53.99917844,-1.546892628,"PotHole"
"3469",54.27801162,-0.409872722,"PotHole"
"3477",53.54920343,-1.473227898,"PotHole"
"3494",53.61920755,-0.282531772,"Accident"
"3505",53.44426079,-1.549804,"Light"
"3509",53.74328401,-1.622426824,"Light"
"3511",53.96941645,-1.062901687,"Light"
"3515",53.85553127,-1.591012483,"PotHole"
"3516",53.70962525,-2.152977097,"PotHole"
"3520",53.67935715,-0.563218452,"Light"
"3528",53.68938494,-1.631994533,"PotHole"
"3533",53.66915684,-1.83029412,"Light"
"3542",53.42328319,-1.455222281,"Accident"
"3550",53.56949013,-1.699475013,"Light"
"3562",53.65576243,-1.77451571,"PotHole"
"3565",53.37827121,-1.412308172,"PotHole"
"3569",53.77115839,-1.538304898,"PotHole"
"3571",53.42724643,-1.349071931,"PotHole"
"3585",53.95394894,-1.073458574,"Light"
"3601",54.15437074,-1.425383288,"Light"
"3611",53.47746334,-1.450611377,"PotHole"
"3622",53.7593327,-1.743322853,"Light"
"3631",53.81514157,-1.948324011,"Accident"
"3649",53.62702996,-2.023186982,"Accident"
"3650",54.50587291,-1.621611998,"Accident"
"3652",53.34363181,-1.298075241,"Light"
"3671",53.61473438,-0.818776428,"Light"
"3675",53.7938282,-0.367075745,"PotHole"
"3682",53.72232262,-1.589274317,"PotHole"
"3696",53.85558351,-1.348451062,"Light"
"3701",53.74204371,-1.628199382,"Light"
"3707",53.61580223,-0.283274733,"Light"
"3710",53.42205247,-1.369465768,"Light"
"3736",53.80813923,-1.534679548,"PotHole"
"3742",53.78493867,-1.531748929,"PotHole"
"3744",53.79238952,-1.529389011,"Accident"
"3750",53.68066628,-1.506865311,"Light"
"3756",53.87511788,-1.267914636,"Light"
"3757",53.9758865,-1.365100987,"Accident"
"3760",54.17997817,-1.378680623,"PotHole"
"3761",54.17818948,-1.380392731,"Light"
"3766",54.25287019,-1.345353787,"PotHole"
"3767",54.30033652,-1.567718844,"PotHole"
"3772",53.80888902,-1.758965585,"PotHole"
"3777",53.3739857,-1.466372777,"Light"
"3810",53.55788437,-0.09176347,"PotHole"
"3811",53.55248715,-0.09155346,"Accident"
"3821",54.27272861,-0.415497349,"Light"
"3852",53.48371767,-1.217855319,"Light"
"3854",53.49748909,-1.466331558,"Light"
"3858",53.53407116,-1.356487919,"PotHole"
"3870",53.67898445,-1.311589359,"Light"
"3873",53.731889,-1.353471936,"PotHole"
"3876",53.55363568,-1.065620212,"Accident"
"3904",53.72644819,-0.453995074,"Accident"
"3905",53.7935702,-0.357399619,"PotHole"
"3933",53.91130899,-1.738891588,"PotHole"
"3936",54.34471298,-1.432500838,"Light"
"3941",54.31356756,-0.445596622,"Light"
"3966",53.9557601,-1.018555585,"Light"
"3985",53.94092698,-1.382998358,"PotHole"
"3992",53.35034769,-1.374279562,"PotHole"
"3994",53.38658458,-1.469673418,"Accident"
"3999",53.76261371,-1.50090038,"Light"
"4019",53.32074253,-1.596140214,"Accident"
"4027",53.56352345,-0.998969727,"PotHole"
"4029",53.73155114,-1.607373958,"Light"
"4030",53.71040294,-1.304562016,"Light"
"4032",53.76208465,-1.59950492,"PotHole"
"4037",53.56568654,-0.612373098,"Light"
"4052",54.5027081,-1.615464441,"Light"
"4067",53.81124734,-1.901250405,"Accident"
"4084",53.7662408,-1.839460799,"PotHole"
"4087",53.73146619,-2.153056512,"Accident"
"4088",53.7911712,-1.7532989,"PotHole"
"4090",53.72115049,-1.751435312,"PotHole"
"4097",53.80202454,-1.742758804,"PotHole"
"4103",53.68229779,-0.411701254,"PotHole"
"4108",53.73926175,-1.828647813,"Accident"
"4111",53.43332931,-1.360267869,"Light"
"4120",53.33081518,-1.46090517,"PotHole"
"4128",53.72953595,-0.463431802,"Light"
"4134",53.54682343,-1.079685352,"PotHole"
"4145",53.55128391,-1.476220778,"Accident"
"4154",53.79849217,-1.52704341,"Light"
"4165",53.55813775,-1.477283463,"PotHole"
"4175",53.43486784,-1.097278354,"Light"
"4192",53.79061741,-1.53593592,"PotHole"
"4195",53.35892411,-1.475275629,"PotHole"
"4197",53.62927587,-1.85026266,"Light"
"4204",53.95601866,-0.532386922,"Light"
"4205",53.83879548,-0.432077717,"Light"
"4208",54.01941645,-0.633949591,"PotHole"
"4221",53.53787734,-1.171590774,"Accident"
"4223",53.71653488,-1.698428804,"Accident"
"4233",53.77205453,-1.819411036,"Light"
"4249",53.58637953,-1.777905919,"Accident"
"4251",53.40365968,-1.429902747,"PotHole"
"4257",53.52429964,-1.096434402,"Accident"
"4288",53.68283005,-0.97040347,"PotHole"
"4316",53.58399353,-1.212229491,"Light"
"4322",53.55891405,-0.476868346,"PotHole"
"4325",54.45346633,-1.32241635,"PotHole"
"4327",53.66478262,-2.001475709,"PotHole"
"4329",53.7479694,-1.68910566,"Accident"
"4333",53.80139319,-1.533387712,"Accident"
"4340",53.79485234,-1.433722217,"Light"
"4345",54.45017625,-1.693067247,"Light"
"4347",53.9361104,-0.450215472,"PotHole"
"4356",53.80919725,-0.786588215,"Accident"
"4372",53.58601537,-1.630475521,"PotHole"
"4377",53.7130515,-1.47118418,"PotHole"
"4386",53.76598726,-1.705660008,"PotHole"
"4389",53.73898424,-1.690233158,"Light"
"4390",53.73879715,-1.546664228,"PotHole"
"4410",53.36945085,-1.41916261,"Light"
"4414",53.83630745,-1.621591171,"Accident"
"4418",53.51496209,-1.13433539,"PotHole"
"4435",53.94610447,-2.013675795,"Accident"
"4441",53.57868719,-0.625042918,"PotHole"
"4445",53.79595859,-1.570338278,"Light"
"4461",53.79579519,-1.746668047,"PotHole"
"4468",53.49223099,-1.285526049,"PotHole"
"4474",53.78314423,-1.556233515,"PotHole"
"4481",53.70120281,-1.268966076,"Light"
"4483",54.43815905,-1.668643008,"Light"
"4489",53.51089393,-1.048464915,"PotHole"
"4490",53.71013481,-1.904516723,"PotHole"
"4505",53.83776932,-1.659568631,"Light"
"4527",53.54107223,-1.246979049,"Light"
"4542",53.69476415,-1.113992155,"PotHole"
"4552",53.90710624,-1.514401861,"PotHole"
"4561",53.78399928,-1.720710861,"Accident"
"4568",53.86652961,-1.909788359,"Light"
"4592",53.62790812,-0.262518963,"PotHole"
"4604",53.74765043,-1.639371069,"Accident"
"4615",53.96384415,-1.498500847,"Light"
"4636",53.74475699,-1.698226942,"PotHole"
"4660",54.24571633,-0.773814721,"PotHole"
"4664",53.49243756,-0.99009301,"Light"
"4671",53.66464756,-1.819869863,"Light"
"4673",53.69282196,-1.850037662,"PotHole"
"4684",53.67625923,-1.776525716,"PotHole"
"4688",53.67404664,-1.395985526,"Light"
"4696",53.72965263,-1.577683401,"PotHole"
"4701",53.90966621,-1.727637324,"Accident"
"4702",54.32821451,-2.309031874,"PotHole"
"4704",54.20377305,-0.30224151,"PotHole"
"4725",53.81101369,-1.743311288,"Light"
"4726",53.8278461,-1.773593727,"PotHole"
"4735",53.65119849,-1.785432933,"Light"
"4743",53.58324673,-0.412471431,"PotHole"
"4755",53.94097223,-1.89462316,"PotHole"
"4776",54.13706898,-1.425240048,"Light"
"4784",53.78387415,-1.071137826,"PotHole"
"4797",54.23288206,-1.338766459,"PotHole"
"4809",53.76782252,-0.657529616,"PotHole"
"4810",53.56106944,-0.656761568,"Light"
"4826",53.90766624,-1.681833362,"Light"
"4843",53.59279779,-1.397144384,"Accident"
"4848",53.73737382,-1.774079651,"Light"
"4850",53.72418905,-1.78930546,"PotHole"
"4862",53.73546444,-0.394536503,"Light"
"4874",53.77713351,-2.001480349,"Accident"
"4875",53.96223349,-1.076643391,"Light"
"4879",53.76559627,-1.575199193,"Light"
"4892",53.8809437,-1.265226828,"Accident"
"4908",53.99988336,-1.498068003,"Light"
"4909",53.37827121,-1.412308172,"Accident"
"4921",53.76233904,-1.56916443,"Accident"
"4923",53.65437324,-1.517309334,"PotHole"
"4924",53.66701018,-1.486895352,"PotHole"
"4932",53.50025844,-0.143053166,"Light"
"4935",53.76368051,-0.328072157,"Accident"
"4952",53.55979422,-1.37647823,"Accident"
"4954",53.46397783,-1.45003229,"Light"
"4962",53.48268083,-1.560277489,"PotHole"
"4980",53.64460383,-1.895588409,"Light"
"4997",53.41873231,-1.115224904,"Light"
"5004",53.50467357,-1.323009661,"Accident"
"5020",53.79459749,-0.364161204,"Light"
"5028",53.61678554,-1.993915392,"PotHole"
"5042",53.89464225,-1.301507782,"Light"
"5043",53.90832141,-1.526108653,"Light"
"5047",53.51492105,-0.069863694,"PotHole"
"5054",53.42205247,-1.369465768,"Light"
"5062",53.70930282,-1.269219625,"Light"
"5066",53.89406144,-1.047088211,"PotHole"
"5069",53.89487649,-1.640388159,"PotHole"
"5073",53.79920268,-1.747163729,"PotHole"
"5077",53.78885705,-1.545669658,"PotHole"
"5086",53.78493867,-1.531748929,"Light"
"5096",53.70300859,-1.270298106,"Light"
"5097",53.70463461,-1.271633353,"PotHole"
"5102",54.01026845,-1.374343837,"Light"
"5106",54.25439709,-1.345176121,"Accident"
"5116",53.80888902,-1.758965585,"Accident"
"5123",53.37461488,-1.466364917,"PotHole"
"5148",53.7212835,-0.464793551,"Accident"
"5153",53.75963376,-1.681435587,"Light"
"5167",53.95398893,-1.102411744,"PotHole"
"5174",53.78616041,-1.889167155,"Light"
"5190",53.42596482,-1.492660266,"Light"
"5203",53.54611943,-1.427991062,"Light"
"5211",54.09683226,-0.210863202,"Light"
"5219",53.5473135,-1.073305688,"Light"
"5228",53.67447904,-1.358135339,"PotHole"
"5271",53.88394429,-1.651587401,"PotHole"
"5275",53.87190834,-1.892743253,"PotHole"
"5294",53.79679089,-1.033656672,"Light"
"5305",54.38501762,-0.538681621,"PotHole"
"5313",53.34991534,-1.224061482,"PotHole"
"5318",53.76983659,-1.839902252,"Light"
"5332",53.7189694,-0.971036607,"Light"
"5344",53.79447982,-1.394257286,"Light"
"5365",53.63364239,-0.224471295,"Light"
"5366",53.62688199,-0.217193889,"PotHole"
"5372",53.64589305,-1.940966539,"PotHole"
"5393",53.7863911,-1.394373755,"PotHole"
"5414",53.39557038,-1.430010809,"PotHole"
"5415",53.4217217,-1.279184353,"PotHole"
"5426",53.76409708,-1.583405938,"Light"
"5430",53.7082357,-1.243543998,"PotHole"
"5432",53.7911712,-1.7532989,"Accident"
"5433",53.80172837,-1.629493966,"Light"
"5446",53.76268434,-1.062503633,"Light"
"5455",53.43332931,-1.360267869,"Light"
"5473",53.58981172,-0.687124389,"Light"
"5477",53.3808132,-1.494399487,"PotHole"
"5480",53.90246222,-1.702876051,"PotHole"
"5498",53.79849217,-1.52704341,"Accident"
"5501",53.4321859,-1.382124574,"PotHole"
"5515",53.6804329,-1.798607323,"Accident"
"5518",53.55476149,-0.76368793,"PotHole"
"5528",53.35862175,-1.250198124,"PotHole"
"5529",53.73144175,-1.77411142,"Light"
"5532",53.95821342,-2.077687528,"PotHole"
"5538",53.40575477,-1.496059425,"Light"
"5546",53.82597158,-1.621684253,"Accident"
"5551",53.84751261,-0.274719496,"Light"
"5567",53.71653488,-1.698428804,"PotHole"
"5584",53.83489257,-1.773555769,"Light"
"5593",53.58637953,-1.777905919,"Light"
"5604",53.41698213,-1.313870435,"PotHole"
"5607",53.79600739,-1.470141714,"Light"
"5609",53.79439802,-1.749029439,"Accident"
"5613",53.81030431,-1.747871499,"Light"
"5617",53.96767407,-1.979385393,"Light"
"5626",53.73017585,-0.375637499,"PotHole"
"5644",53.42314385,-1.40707004,"PotHole"
"5675",54.23856047,-1.341744384,"Light"
"5676",54.05039467,-1.543281154,"PotHole"
"5677",53.80139319,-1.533387712,"Accident"
"5682",53.76570485,-1.607055611,"PotHole"
"5683",53.68604805,-1.72892956,"PotHole"
"5688",53.88018618,-1.727676648,"Light"
"5702",53.54133569,-1.728344995,"Light"
"5723",53.77074813,-1.849760566,"PotHole"
"5740",53.59684891,-0.64112056,"PotHole"
"5745",53.59657544,-0.974616861,"Accident"
"5790",53.96404455,-1.076054638,"Light"
"5806",53.75065087,-0.318124613,"Light"
"5810",53.86973889,-1.87967012,"Accident"
"5820",53.66423789,-1.848625608,"Accident"
"5821",53.73319672,-1.563398865,"Light"
"5827",53.57119512,-0.080894169,"PotHole"
"5831",53.37600882,-1.40020886,"PotHole"
"5838",53.43046561,-1.109562949,"Light"
"5857",54.23480407,-0.620709172,"Accident"
"5864",53.40592386,-1.414830431,"PotHole"
"5865",53.47366509,-1.248172464,"PotHole"
